Label,Notation,Parent Notation,Sort Priority
 SEN Support By Ethnic Group Black Caribbean  ,sen-support-by-ethnic-group-black-caribbean,all,93.0
 SEN Support By Ethnic Group Black African  ,sen-support-by-ethnic-group-black-african,all,94.0
 SEN Support By Ethnic Group Any Other Black Background  ,sen-support-by-ethnic-group-any-other-black-background,all,95.0
 SEN Support By Ethnic Group Chinese  ,sen-support-by-ethnic-group-chinese,all,96.0
 SEN Support By Ethnic Group Any Other Ethnic Group  ,sen-support-by-ethnic-group-any-other-ethnic-group,all,97.0
 SEN Support By Ethnic Group Classified  ,sen-support-by-ethnic-group-classified,all,98.0
 SEN Support By Ethnic Group Unclassified  ,sen-support-by-ethnic-group-unclassified,all,99.0
 SEN Support By Ethnic Group Minority Ethnic Pupils  ,sen-support-by-ethnic-group-minority-ethnic-pupils,all,100.0
 SEN Support By Ethnic Group All Pupils  ,sen-support-by-ethnic-group-all-pupils,all,101.0
 Statements Or EHC Plans Support By Ethnic Group White  ,statements-or-ehc-plans-support-by-ethnic-group-white,all,102.0
 Statements Or EHC Plans Support By Ethnic Group White British  ,statements-or-ehc-plans-support-by-ethnic-group-white-british,all,103.0
 Statements Or EHC Plans Support By Ethnic Group Irish  ,statements-or-ehc-plans-support-by-ethnic-group-irish,all,104.0
 Statements Or EHC Plans Support By Ethnic Group Traveller Of Irish Heritage  ,statements-or-ehc-plans-support-by-ethnic-group-traveller-of-irish-heritage,all,105.0
 Statements Or EHC Plans Support By Ethnic Group Gypsy Or Roma  ,statements-or-ehc-plans-support-by-ethnic-group-gypsy-or-roma,all,106.0
 Statements Or EHC Plans Support By Ethnic Group Any Other White Background  ,statements-or-ehc-plans-support-by-ethnic-group-any-other-white-background,all,107.0
 Statements Or EHC Plans Support By Ethnic Group Mixed  ,statements-or-ehc-plans-support-by-ethnic-group-mixed,all,108.0
 Statements Or EHC Plans Support By Ethnic Group White and Black Caribbean  ,statements-or-ehc-plans-support-by-ethnic-group-white-and-black-caribbean,all,109.0
 Statements Or EHC Plans Support By Ethnic Group White and Black African  ,statements-or-ehc-plans-support-by-ethnic-group-white-and-black-african,all,110.0
 Statements Or EHC Plans Support By Ethnic Group White and Asian  ,statements-or-ehc-plans-support-by-ethnic-group-white-and-asian,all,111.0
 Statements Or EHC Plans Support By Ethnic Group Any Other Mixed Background  ,statements-or-ehc-plans-support-by-ethnic-group-any-other-mixed-background,all,112.0
 Statements Or EHC Plans Support By Ethnic Group Asian  ,statements-or-ehc-plans-support-by-ethnic-group-asian,all,113.0
 Statements Or EHC Plans Support By Ethnic Group Indian  ,statements-or-ehc-plans-support-by-ethnic-group-indian,all,114.0
 Statements Or EHC Plans Support By Ethnic Group Pakistani  ,statements-or-ehc-plans-support-by-ethnic-group-pakistani,all,115.0
 Statements Or EHC Plans Support By Ethnic Group Bangladeshi  ,statements-or-ehc-plans-support-by-ethnic-group-bangladeshi,all,116.0
 Statements Or EHC Plans Support By Ethnic Group Any Other Asian Background  ,statements-or-ehc-plans-support-by-ethnic-group-any-other-asian-background,all,117.0
 Statements Or EHC Plans Support By Ethnic Group Black  ,statements-or-ehc-plans-support-by-ethnic-group-black,all,118.0
 Statements Or EHC Plans Support By Ethnic Group Black Caribbean  ,statements-or-ehc-plans-support-by-ethnic-group-black-caribbean,all,119.0
 Statements Or EHC Plans Support By Ethnic Group Black African  ,statements-or-ehc-plans-support-by-ethnic-group-black-african,all,120.0
 Statements Or EHC Plans Support By Ethnic Group Any Other Black Background  ,statements-or-ehc-plans-support-by-ethnic-group-any-other-black-background,all,121.0
 Statements Or EHC Plans Support By Ethnic Group Chinese  ,statements-or-ehc-plans-support-by-ethnic-group-chinese,all,122.0
 Statements Or EHC Plans Support By Ethnic Group Any Other Ethnic Group  ,statements-or-ehc-plans-support-by-ethnic-group-any-other-ethnic-group,all,123.0
 Statements Or EHC Plans Support By Ethnic Group Classified  ,statements-or-ehc-plans-support-by-ethnic-group-classified,all,124.0
 Statements Or EHC Plans Support By Ethnic Group Unclassified  ,statements-or-ehc-plans-support-by-ethnic-group-unclassified,all,125.0
 Statements Or EHC Plans Support By Ethnic Group Minority Ethnic Pupils  ,statements-or-ehc-plans-support-by-ethnic-group-minority-ethnic-pupils,all,126.0
 Statements Or EHC Plans Support By Ethnic Group All Pupils  ,statements-or-ehc-plans-support-by-ethnic-group-all-pupils,all,127.0
 Pupils On SEN Support Eligible and Claiming Free School Meals  ,pupils-on-sen-support-eligible-and-claiming-free-school-meals,all,128.0
 Pupils With SEN With Statements Or EHC Planeligible and Claiming Free School Meals  ,pupils-with-sen-with-statements-or-ehc-planeligible-and-claiming-free-school-meals,all,129.0
 SEN Support Nursery Years 1 and 2  ,sen-support-nursery-years-1-and-2,all,130.0
  SEN Support Reception  ,sen-support-reception,all,131.0
 SEN Support 1   ,sen-support-1,all,132.0
 SEN Support 2   ,sen-support-2,all,133.0
 SEN Support 3  ,sen-support-3,all,134.0
  SEN Support 4  ,sen-support-4,all,135.0
 SEN Support 5   ,sen-support-5,all,136.0
 SEN Support 6  ,sen-support-6,all,137.0
  SEN Support 7   ,sen-support-7,all,138.0
 SEN Support 8  ,sen-support-8,all,139.0
 SEN Support 9   ,sen-support-9,all,140.0
 SEN Support 10   ,sen-support-10,all,141.0
 SEN Support 11  ,sen-support-11,all,142.0
 SEN Support 12 and Above  ,sen-support-12-and-above,all,143.0
  SEN Support Nc Not Followed  ,sen-support-nc-not-followed,all,144.0
 SEN Support Total SEN Support  ,sen-support-total-sen-support,all,145.0
 Statements Or EHC Plans Nursery Years 1 and 2  ,statements-or-ehc-plans-nursery-years-1-and-2,all,146.0
 Statements Or EHC Plans Reception  ,statements-or-ehc-plans-reception,all,147.0
  Statements Or EHC Plans 1  ,statements-or-ehc-plans-1,all,148.0
 Statements Or EHC Plans 2   ,statements-or-ehc-plans-2,all,149.0
 Statements Or EHC Plans 3  ,statements-or-ehc-plans-3,all,150.0
 Statements Or EHC Plans 4  ,statements-or-ehc-plans-4,all,151.0
  Statements Or EHC Plans 5  ,statements-or-ehc-plans-5,all,152.0
 Statements Or EHC Plans 6   ,statements-or-ehc-plans-6,all,153.0
 Statements Or EHC Plans 7  ,statements-or-ehc-plans-7,all,154.0
 Statements Or EHC Plans 8   ,statements-or-ehc-plans-8,all,155.0
 Statements Or EHC Plans 9  ,statements-or-ehc-plans-9,all,156.0
 Statements Or EHC Plans 10  ,statements-or-ehc-plans-10,all,157.0
 Statements Or EHC Plans 11  ,statements-or-ehc-plans-11,all,158.0
 Statements Or EHC Plans 12 and Above  ,statements-or-ehc-plans-12-and-above,all,159.0
 Statements Or EHC Plans Nc Not Followed  ,statements-or-ehc-plans-nc-not-followed,all,160.0
 Statements Or EHC Plans Total Statements Or EHC Plans  ,statements-or-ehc-plans-total-statements-or-ehc-plans,all,161.0
 No Of Pupils Whose First Language Is Known Or Believed To Be Other Than English Pupils With SEN Support  ,no-of-pupils-whose-first-language-is-known-or-believed-to-be-other-than-english-pupils-with-sen-support,all,162.0
 No Of Pupils Whose First Language Is Known Or Believed To Be English Pupils With SEN Support  ,no-of-pupils-whose-first-language-is-known-or-believed-to-be-english-pupils-with-sen-support,all,163.0
 No Of Pupils Whose First Language Is Unclassified Pupils With SEN Support  ,no-of-pupils-whose-first-language-is-unclassified-pupils-with-sen-support,all,164.0
 No Of Pupils Whose First Language Is Known Or Believed To Be Other Than English Pupils With Statements Or EHC Plans  ,no-of-pupils-whose-first-language-is-known-or-believed-to-be-other-than-english-pupils-with-statements-or-ehc-plans,all,165.0
 No Of Pupils Whose First Language Is Known Or Believed To Be English Pupils With Statements Or EHC Plans  ,no-of-pupils-whose-first-language-is-known-or-believed-to-be-english-pupils-with-statements-or-ehc-plans,all,166.0
 No Of Pupils Whose First Language Is Unclassified Pupils With Statements Or EHC Plans  ,no-of-pupils-whose-first-language-is-unclassified-pupils-with-statements-or-ehc-plans,all,167.0
 Pupils On SEN Support Secondary Specific Learning Difficulty  ,pupils-on-sen-support-secondary-specific-learning-difficulty,all,168.0
 Pupils On SEN Support Secondary Moderate Learning Difficulty  ,pupils-on-sen-support-secondary-moderate-learning-difficulty,all,169.0
 Pupils On SEN Support Secondary Severe Learning Difficulty  ,pupils-on-sen-support-secondary-severe-learning-difficulty,all,170.0
 Pupils On SEN Support Secondary Profound Multiple Learning Difficulty  ,pupils-on-sen-support-secondary-profound-multiple-learning-difficulty,all,171.0
 Pupils On SEN Support Secondary Social Emotional and Mental Health  ,pupils-on-sen-support-secondary-social-emotional-and-mental-health,all,172.0
 Pupils On SEN Support Secondary Speech Language and Communications Needs  ,pupils-on-sen-support-secondary-speech-language-and-communications-needs,all,173.0
 Pupils On SEN Support Secondary Hearing Impairment  ,pupils-on-sen-support-secondary-hearing-impairment,all,174.0
 Pupils On SEN Support Secondary Visual Impairment  ,pupils-on-sen-support-secondary-visual-impairment,all,175.0
 Pupils On SEN Support Secondary Multi SENsory Impairment  ,pupils-on-sen-support-secondary-multi-sensory-impairment,all,176.0
 Pupils On SEN Support Secondary Physical Disability  ,pupils-on-sen-support-secondary-physical-disability,all,177.0
 Pupils On SEN Support Secondary Autistic Spectrum Disorder  ,pupils-on-sen-support-secondary-autistic-spectrum-disorder,all,178.0
 Pupils On SEN Support Secondary Other Difficulty Or Disability  ,pupils-on-sen-support-secondary-other-difficulty-or-disability,all,179.0
 Pupils On SEN Support Secondary SEN Support But No Specialist Assessment Of Type Of Need  ,pupils-on-sen-support-secondary-sen-support-but-no-specialist-assessment-of-type-of-need,all,180.0
 Pupils On SEN Support Secondary No Secondary SEN Identified  ,pupils-on-sen-support-secondary-no-secondary-sen-identified,all,181.0
 Pupils On SEN Support Secondary Total  ,pupils-on-sen-support-secondary-total,all,182.0
 Pupils With Statements Or EHC Plans Secondary Specific Learning Difficulty  ,pupils-with-statements-or-ehc-plans-secondary-specific-learning-difficulty,all,183.0
 Pupils With Statements Or EHC Plans Secondary Moderate Learning Difficulty  ,pupils-with-statements-or-ehc-plans-secondary-moderate-learning-difficulty,all,184.0
 Pupils With Statements Or EHC Plans Secondary Severe Learning Difficulty  ,pupils-with-statements-or-ehc-plans-secondary-severe-learning-difficulty,all,185.0
 Pupils With Statements Or EHC Plans Secondary Profound Multiple Learning Difficulty  ,pupils-with-statements-or-ehc-plans-secondary-profound-multiple-learning-difficulty,all,186.0
 Pupils With Statements Or EHC Plans Secondary Social Emotional and Mental Health  ,pupils-with-statements-or-ehc-plans-secondary-social-emotional-and-mental-health,all,187.0
 Pupils With Statements Or EHC Plans Secondary Speech Language and Communications Needs  ,pupils-with-statements-or-ehc-plans-secondary-speech-language-and-communications-needs,all,188.0
 Pupils With Statements Or EHC Plans Secondary Hearing Impairment  ,pupils-with-statements-or-ehc-plans-secondary-hearing-impairment,all,189.0
 Pupils With Statements Or EHC Plans Secondary Visual Impairment  ,pupils-with-statements-or-ehc-plans-secondary-visual-impairment,all,190.0
 Pupils With Statements Or EHC Plans Secondary Multi SENsory Impairment  ,pupils-with-statements-or-ehc-plans-secondary-multi-sensory-impairment,all,191.0
 Pupils With Statements Or EHC Plans Secondary Physical Disability  ,pupils-with-statements-or-ehc-plans-secondary-physical-disability,all,192.0
 Pupils With Statements Or EHC Plans Secondary Autistic Spectrum Disorder  ,pupils-with-statements-or-ehc-plans-secondary-autistic-spectrum-disorder,all,193.0
 Pupils With Statements Or EHC Plans Secondary Other Difficulty Or Disability  ,pupils-with-statements-or-ehc-plans-secondary-other-difficulty-or-disability,all,194.0
 Pupils With Statements Or EHC Plans Secondary No Secondary SEN Identified  ,pupils-with-statements-or-ehc-plans-secondary-no-secondary-sen-identified,all,195.0
 Pupils With Statements Or EHC Plans Secondary Total,pupils-with-statements-or-ehc-plans-secondary-total,all,196.0
First language unclassifed,first-language-unclassifed,,
First language Total,first-language-total,,
Classified ethnic group,classified-ethnic-group,,
Unclassified ethnic group,unclassified-ethnic-group,,
Mixed ethnic group,mixed-ethnic-group,,
