Label,Notation,Parent Notation,Sort Priority
SEN Support By Ethnic Group Classified,sen-support-by-ethnic-group-classified,,
SEN Support By Ethnic Group Unclassified,sen-support-by-ethnic-group-unclassified,,
SEN Support By Ethnic Group Minority Ethnic Pupils,sen-support-by-ethnic-group-minority-ethnic-pupils,,
SEN Support By Ethnic Group All Pupils,sen-support-by-ethnic-group-all-pupils,,
Statements Or EHC Plans Support By Ethnic Group White,statements-or-ehc-plans-support-by-ethnic-group-white,,
Statements Or EHC Plans Support By Ethnic Group White British,statements-or-ehc-plans-support-by-ethnic-group-white-british,,
Statements Or EHC Plans Support By Ethnic Group Irish,statements-or-ehc-plans-support-by-ethnic-group-irish,,
Statements Or EHC Plans Support By Ethnic Group Traveller Of Irish Heritage,statements-or-ehc-plans-support-by-ethnic-group-traveller-of-irish-heritage,,
Statements Or EHC Plans Support By Ethnic Group Gypsy Or Roma,statements-or-ehc-plans-support-by-ethnic-group-gypsy-or-roma,,
Statements Or EHC Plans Support By Ethnic Group Any Other White Background,statements-or-ehc-plans-support-by-ethnic-group-any-other-white-background,,
Statements Or EHC Plans Support By Ethnic Group Mixed,statements-or-ehc-plans-support-by-ethnic-group-mixed,,
Statements Or EHC Plans Support By Ethnic Group White and Black Caribbean,statements-or-ehc-plans-support-by-ethnic-group-white-and-black-caribbean,,
Statements Or EHC Plans Support By Ethnic Group White and Black African,statements-or-ehc-plans-support-by-ethnic-group-white-and-black-african,,
Statements Or EHC Plans Support By Ethnic Group White and Asian,statements-or-ehc-plans-support-by-ethnic-group-white-and-asian,,
Statements Or EHC Plans Support By Ethnic Group Any Other Mixed Background  ,statements-or-ehc-plans-support-by-ethnic-group-any-other-mixed-background,,
Statements Or EHC Plans Support By Ethnic Group Asian,statements-or-ehc-plans-support-by-ethnic-group-asian,,
Statements Or EHC Plans Support By Ethnic Group Indian,statements-or-ehc-plans-support-by-ethnic-group-indian,,
Statements Or EHC Plans Support By Ethnic Group Pakistani,statements-or-ehc-plans-support-by-ethnic-group-pakistani,,
Statements Or EHC Plans Support By Ethnic Group Bangladeshi,statements-or-ehc-plans-support-by-ethnic-group-bangladeshi,,
Statements Or EHC Plans Support By Ethnic Group Any Other Asian Background,statements-or-ehc-plans-support-by-ethnic-group-any-other-asian-background,,
Statements Or EHC Plans Support By Ethnic Group Black,statements-or-ehc-plans-support-by-ethnic-group-black,,
Statements Or EHC Plans Support By Ethnic Group Black Caribbean,statements-or-ehc-plans-support-by-ethnic-group-black-caribbean,,
Statements Or EHC Plans Support By Ethnic Group Black African,statements-or-ehc-plans-support-by-ethnic-group-black-african,,
Statements Or EHC Plans Support By Ethnic Group Any Other Black Background,statements-or-ehc-plans-support-by-ethnic-group-any-other-black-background,,
Statements Or EHC Plans Support By Ethnic Group Chinese,statements-or-ehc-plans-support-by-ethnic-group-chinese,,
Statements Or EHC Plans Support By Ethnic Group Any Other Ethnic Group,statements-or-ehc-plans-support-by-ethnic-group-any-other-ethnic-group,,
Statements Or EHC Plans Support By Ethnic Group Classified,statements-or-ehc-plans-support-by-ethnic-group-classified,,
Statements Or EHC Plans Support By Ethnic Group Unclassified,statements-or-ehc-plans-support-by-ethnic-group-unclassified,,
Statements Or EHC Plans Support By Ethnic Group Minority Ethnic Pupils,statements-or-ehc-plans-support-by-ethnic-group-minority-ethnic-pupils,,
Statements Or EHC Plans Support By Ethnic Group All Pupils,statements-or-ehc-plans-support-by-ethnic-group-all-pupils,,
Pupils On SEN Support Eligible and Claiming Free School Meals,pupils-on-sen-support-eligible-and-claiming-free-school-meals,,
Pupils With SEN With Statements Or EHC Planeligible and Claiming Free School Meals,pupils-with-sen-with-statements-or-ehc-planeligible-and-claiming-free-school-meals,,
SEN Support Nursery Years 1 and 2,sen-support-nursery-years-1-and-2,,
SEN Support Reception,sen-support-reception,,
SEN Support 1,sen-support-1,,
SEN Support 2,sen-support-2,,
SEN Support 3,sen-support-3,,
SEN Support 4,sen-support-4,,
SEN Support 5,sen-support-5,,
SEN Support 6,sen-support-6,,
SEN Support 7,sen-support-7,,
SEN Support 8,sen-support-8,,
SEN Support 9,sen-support-9,,
SEN Support 10,sen-support-10,,
SEN Support 11,sen-support-11,,
SEN Support 12 and Above,sen-support-12-and-above,,
SEN Support Nc Not Followed,sen-support-nc-not-followed,,
SEN Support Total SEN Support,sen-support-total-sen-support,,
Statements Or EHC Plans Nursery Years 1 and 2,statements-or-ehc-plans-nursery-years-1-and-2,,
Statements Or EHC Plans Reception,statements-or-ehc-plans-reception,,
Statements Or EHC Plans 1,statements-or-ehc-plans-1,,
Statements Or EHC Plans 2,statements-or-ehc-plans-2,,
Statements Or EHC Plans 3,statements-or-ehc-plans-3,,
Statements Or EHC Plans 4,statements-or-ehc-plans-4,,
Statements Or EHC Plans 5,statements-or-ehc-plans-5,,
Statements Or EHC Plans 6,statements-or-ehc-plans-6,,
Statements Or EHC Plans 7,statements-or-ehc-plans-7,,
Statements Or EHC Plans 8,statements-or-ehc-plans-8,,
Statements Or EHC Plans 9,statements-or-ehc-plans-9,,
Statements Or EHC Plans 10,statements-or-ehc-plans-10,,
Statements Or EHC Plans 11,statements-or-ehc-plans-11,,
Statements Or EHC Plans 12 and Above,statements-or-ehc-plans-12-and-above,,
Statements Or EHC Plans Nc Not Followed,statements-or-ehc-plans-nc-not-followed,,
Statements Or EHC Plans Total Statements Or EHC Plans,statements-or-ehc-plans-total-statements-or-ehc-plans,,
No Of Pupils Whose First Language Is Known Or Believed To Be Other Than English Pupils With SEN Support,no-of-pupils-whose-first-language-is-known-or-believed-to-be-other-than-english-pupils-with-sen-support,,
No Of Pupils Whose First Language Is Known Or Believed To Be English Pupils With SEN Support,no-of-pupils-whose-first-language-is-known-or-believed-to-be-english-pupils-with-sen-support,,
No Of Pupils Whose First Language Is Unclassified Pupils With SEN Support,no-of-pupils-whose-first-language-is-unclassified-pupils-with-sen-support,,
No Of Pupils Whose First Language Is Known Or Believed To Be Other Than English Pupils With Statements Or EHC Plans,no-of-pupils-whose-first-language-is-known-or-believed-to-be-other-than-english-pupils-with-statements-or-ehc-plans,,
No Of Pupils Whose First Language Is Known Or Believed To Be English Pupils With Statements Or EHC Plans,no-of-pupils-whose-first-language-is-known-or-believed-to-be-english-pupils-with-statements-or-ehc-plans,,
No Of Pupils Whose First Language Is Unclassified Pupils With Statements Or EHC Plans,no-of-pupils-whose-first-language-is-unclassified-pupils-with-statements-or-ehc-plans,,
Pupils On SEN Support Secondary Specific Learning Difficulty,pupils-on-sen-support-secondary-specific-learning-difficulty,,
Pupils On SEN Support Secondary Moderate Learning Difficulty,pupils-on-sen-support-secondary-moderate-learning-difficulty,,
Pupils On SEN Support Secondary Severe Learning Difficulty,pupils-on-sen-support-secondary-severe-learning-difficulty,,
Pupils On SEN Support Secondary Profound Multiple Learning Difficulty,pupils-on-sen-support-secondary-profound-multiple-learning-difficulty,,
Pupils On SEN Support Secondary Social Emotional and Mental Health,pupils-on-sen-support-secondary-social-emotional-and-mental-health,,
Pupils On SEN Support Secondary Speech Language and Communications Needs,pupils-on-sen-support-secondary-speech-language-and-communications-needs,,
Pupils On SEN Support Secondary Hearing Impairment,pupils-on-sen-support-secondary-hearing-impairment,,
Pupils On SEN Support Secondary Visual Impairment,pupils-on-sen-support-secondary-visual-impairment,,
Pupils On SEN Support Secondary Multi SENsory Impairment,pupils-on-sen-support-secondary-multi-sensory-impairment,,
Pupils On SEN Support Secondary Physical Disability,pupils-on-sen-support-secondary-physical-disability,,
Pupils On SEN Support Secondary Autistic Spectrum Disorder,pupils-on-sen-support-secondary-autistic-spectrum-disorder,,
Pupils On SEN Support Secondary Other Difficulty Or Disability,pupils-on-sen-support-secondary-other-difficulty-or-disability,,
Pupils On SEN Support Secondary SEN Support But No Specialist Assessment Of Type Of Need,pupils-on-sen-support-secondary-sen-support-but-no-specialist-assessment-of-type-of-need,,
Pupils On SEN Support Secondary No Secondary SEN Identified,pupils-on-sen-support-secondary-no-secondary-sen-identified,,
Pupils On SEN Support Secondary Total,pupils-on-sen-support-secondary-total,,
Pupils With Statements Or EHC Plans Secondary Specific Learning Difficulty,pupils-with-statements-or-ehc-plans-secondary-specific-learning-difficulty,,
Pupils With Statements Or EHC Plans Secondary Moderate Learning Difficulty,pupils-with-statements-or-ehc-plans-secondary-moderate-learning-difficulty,,
Pupils With Statements Or EHC Plans Secondary Severe Learning Difficulty,pupils-with-statements-or-ehc-plans-secondary-severe-learning-difficulty,,
Pupils With Statements Or EHC Plans Secondary Profound Multiple Learning Difficulty,pupils-with-statements-or-ehc-plans-secondary-profound-multiple-learning-difficulty,,
Pupils With Statements Or EHC Plans Secondary Social Emotional and Mental Health,pupils-with-statements-or-ehc-plans-secondary-social-emotional-and-mental-health,,
Pupils With Statements Or EHC Plans Secondary Speech Language and Communications Needs,pupils-with-statements-or-ehc-plans-secondary-speech-language-and-communications-needs,,
Pupils With Statements Or EHC Plans Secondary Hearing Impairment,pupils-with-statements-or-ehc-plans-secondary-hearing-impairment,,
Pupils With Statements Or EHC Plans Secondary Visual Impairment,pupils-with-statements-or-ehc-plans-secondary-visual-impairment,,
Pupils With Statements Or EHC Plans Secondary Multi SENsory Impairment,pupils-with-statements-or-ehc-plans-secondary-multi-sensory-impairment,,
Pupils With Statements Or EHC Plans Secondary Physical Disability,pupils-with-statements-or-ehc-plans-secondary-physical-disability,,
Pupils With Statements Or EHC Plans Secondary Autistic Spectrum Disorder,pupils-with-statements-or-ehc-plans-secondary-autistic-spectrum-disorder,,
Pupils With Statements Or EHC Plans Secondary Other Difficulty Or Disability,pupils-with-statements-or-ehc-plans-secondary-other-difficulty-or-disability,,
Pupils With Statements Or EHC Plans Secondary No Secondary SEN Identified,pupils-with-statements-or-ehc-plans-secondary-no-secondary-sen-identified,,
Pupils With Statements Or EHC Plans Secondary Total,pupils-with-statements-or-ehc-plans-secondary-total,,
First language unclassifed,first-language-unclassifed,,
First language Total,first-language-total,,
Classified ethnic group,classified-ethnic-group,,
Unclassified ethnic group,unclassified-ethnic-group,,
Mixed ethnic group,mixed-ethnic-group,,
All pupils on sen support,all-pupils-on-sen-support,,
Number of pupils known to be eligible for and claiming free school meals on sen support,number-of-pupils-known-to-be-eligible-for-and-claiming-free-school-meals-on-sen-support,,
All pupils with sen with statements or ehc plan,all-pupils-with-sen-with-statements-or-ehc-plan,,
Number of pupils known to be eligible for and claiming free school meals with sen with statements or ehc plan,number-of-pupils-known-to-be-eligible-for-and-claiming-free-school-meals-with-sen-with-statements-or-ehc-plan,,
